,carID,brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
655,13856,bmw,X4,2019,Semi-Auto,8454,Diesel,150.0,42.8,2.0,36990
656,13857,vauxhall,GTC,2015,Manual,13764,Petrol,160.0,47.1,1.4,9288
657,13858,skoda,Kamiq,2019,Manual,2100,Petrol,145.0,47.9,1.0,18495
658,13861,skoda,Rapid,2016,Manual,36279,Petrol,20.0,60.1,1.2,7495
659,13865,ford,KA,2015,Manual,15155,Petrol,30.0,57.7,1.2,4810
660,13869,ford,Edge,2017,Semi-Auto,35000,Diesel,150.0,47.9,2.0,19750
661,13872,vw,Amarok,2019,Automatic,3500,Diesel,260.0,28.3,3.0,33995
662,13875,merc,CLA Class,2018,Automatic,11751,Petrol,145.0,52.3,1.6,18100
663,13877,hyundi,I800,2016,Automatic,53292,Diesel,330.0,33.6,2.5,13110
664,13878,vw,Scirocco,2016,Manual,17615,Petrol,145.0,47.1,2.0,13495
665,13882,ford,Mustang,2018,Manual,15744,Petrol,150.0,20.9,5.0,28489
666,13885,bmw,X4,2019,Semi-Auto,10,Diesel,145.0,40.9,3.0,38997
667,13889,toyota,Prius,2017,Automatic,25606,Other,135.0,68.9,1.8,21700
668,13890,merc,SLK,2013,Semi-Auto,37411,Diesel,150.0,56.5,2.0,11991
669,13892,hyundi,I40,2017,Manual,33067,Diesel,145.0,65.7,1.7,11485
670,13895,hyundi,Santa Fe,2017,Semi-Auto,21615,Diesel,235.0,42.8,2.2,17998
671,13896,skoda,Kamiq,2019,Manual,2563,Petrol,145.0,47.1,1.0,17990
672,13897,merc,CLS Class,2013,Automatic,59210,Diesel,200.0,46.3,3.0,12795
673,13898,skoda,Scala,2019,Manual,2689,Petrol,145.0,49.6,1.0,14495
674,13900,vauxhall,GTC,2017,Manual,9278,Diesel,145.0,67.3,1.6,11237
675,13901,ford,Grand C-MAX,2017,Manual,20366,Petrol,30.0,54.3,1.0,10607
676,13903,vw,Caddy Maxi Life,2019,Automatic,13411,Diesel,145.0,44.1,2.0,18450
677,13906,bmw,6 Series,2019,Semi-Auto,8004,Diesel,145.0,47.9,3.0,35980
678,13909,audi,A7,2016,Semi-Auto,8915,Diesel,160.0,52.3,3.0,26950
679,13914,audi,Q8,2019,Automatic,5800,Diesel,145.0,30.7,4.0,89750
680,13915,toyota,GT86,2020,Manual,999,Petrol,145.0,33.2,2.0,29769
681,13916,skoda,Yeti,2016,Manual,47219,Petrol,125.0,51.4,1.2,8707
682,13919,vauxhall,Combo Life,2019,Manual,3598,Diesel,145.0,53.3,1.5,14999
683,13921,vauxhall,GTC,2015,Manual,32300,Diesel,125.0,60.1,2.0,8499
684,13922,merc,V Class,2019,Semi-Auto,7415,Diesel,145.0,45.6,2.2,40995
685,13925,merc,S Class,2019,Automatic,1912,Petrol,145.0,34.0,4.0,86399
686,13926,vw,Tiguan Allspace,2019,Automatic,8196,Diesel,145.0,38.7,2.0,29490
687,13927,toyota,Prius,2014,Automatic,22271,Hybrid,10.0,64.2,1.8,19995
688,13928,bmw,X4,2020,Automatic,100,Petrol,145.0,26.9,3.0,44899
689,13929,ford,KA,2010,Manual,91811,Petrol,30.0,55.4,1.2,2991
690,13930,toyota,Verso,2012,Manual,65700,Diesel,145.0,53.3,2.0,5995
691,13934,merc,X-CLASS,2019,Automatic,9160,Diesel,260.0,35.8,2.3,23996
692,13935,toyota,Avensis,2009,Manual,89000,Diesel,140.0,54.3,2.0,4994
693,13944,bmw,7 Series,2019,Semi-Auto,5000,Petrol,145.0,34.5,3.0,48898
694,13945,ford,Fusion,2010,Manual,83000,Petrol,200.0,43.5,1.4,1795
695,13947,ford,Grand C-MAX,2018,Automatic,9377,Diesel,145.0,51.4,1.5,13999
696,13951,skoda,Yeti,2013,Manual,58304,Diesel,160.0,49.6,2.0,9750
697,13953,vw,Tiguan Allspace,2019,Semi-Auto,3792,Petrol,150.0,35.8,1.5,31291
698,13955,hyundi,I40,2019,Manual,8178,Petrol,150.0,38.2,1.6,16250
699,13958,hyundi,IX20,2015,Automatic,12000,Petrol,200.0,43.6,1.6,8495
700,13959,vw,Amarok,2015,Automatic,32800,Diesel,260.0,35.3,2.0,17995
701,13966,merc,CLA Class,2019,Automatic,3128,Petrol,145.0,40.9,2.0,28680
702,13967,audi,R8,2019,Semi-Auto,4000,Petrol,145.0,21.4,5.2,129000
703,13969,merc,CLS Class,2019,Semi-Auto,11763,Diesel,145.0,47.9,2.9,41999
704,13972,bmw,7 Series,2019,Semi-Auto,5893,Diesel,145.0,44.1,3.0,45898
705,13978,audi,A7,2018,Semi-Auto,19112,Petrol,150.0,39.8,3.0,38500
706,13981,vauxhall,Vivaro,2016,Manual,51206,Diesel,160.0,49.6,1.6,14856
707,13984,skoda,Yeti,2016,Semi-Auto,22918,Petrol,125.0,51.4,1.2,12695
708,13991,ford,Edge,2017,Semi-Auto,20746,Diesel,150.0,47.9,2.0,23500
709,13994,vw,Arteon,2018,Semi-Auto,26009,Petrol,145.0,47.1,2.0,22175
710,13998,hyundi,Santa Fe,2017,Manual,30142,Diesel,200.0,47.1,2.2,17295
711,14001,bmw,X4,2019,Automatic,3201,Diesel,145.0,40.4,3.0,39480
712,14005,audi,A8,2019,Automatic,3000,Diesel,145.0,40.4,3.0,47990
713,14006,toyota,Verso,2017,Manual,9700,Petrol,150.0,41.5,1.6,11395
714,14008,vw,CC,2016,Automatic,53555,Diesel,125.0,58.9,2.0,11495
715,14009,hyundi,Santa Fe,2015,Semi-Auto,54000,Diesel,265.0,42.2,2.2,14500
716,14019,vw,Caravelle,2019,Automatic,11441,Diesel,145.0,33.6,2.0,33495
717,14020,toyota,Verso,2016,Manual,19417,Petrol,200.0,41.5,1.6,11691
718,14026,bmw,7 Series,2019,Semi-Auto,1075,Diesel,145.0,41.5,3.0,47975
719,14029,vw,Shuttle,2019,Semi-Auto,11320,Diesel,150.0,32.8,2.0,26994
720,14037,merc,CLS Class,2016,Semi-Auto,20306,Diesel,165.0,51.4,3.0,21998
721,14038,hyundi,I800,2019,Manual,17124,Diesel,150.0,31.7,2.5,18430
722,14039,merc,S Class,2013,Automatic,56061,Hybrid,190.0,44.8,3.5,24530
723,14042,ford,Edge,2017,Manual,48000,Diesel,160.0,48.7,2.0,17495
724,14044,toyota,Avensis,2016,Manual,7800,Diesel,30.0,62.8,2.0,11499
725,14048,ford,Tourneo Custom,2016,Manual,11960,Diesel,200.0,44.8,2.0,19698
726,14052,skoda,Scala,2019,Automatic,1121,Petrol,145.0,47.1,1.0,15995
727,14058,ford,Edge,2017,Manual,18111,Diesel,145.0,48.7,2.0,18990
728,14063,hyundi,I40,2014,Automatic,66200,Diesel,205.0,47.1,1.7,7995
729,14065,vw,Arteon,2018,Automatic,2570,Petrol,145.0,40.4,1.5,22000
730,14069,skoda,Scala,2020,Manual,1284,Diesel,145.0,57.7,1.6,18250
731,14071,merc,CLA Class,2016,Automatic,32754,Diesel,20.0,67.3,2.1,15944
732,14072,bmw,M4,2019,Semi-Auto,102,Petrol,145.0,34.0,3.0,41945
733,14078,ford,Galaxy,2018,Manual,11704,Diesel,145.0,55.4,2.0,21500
734,14079,hyundi,IX20,2017,Manual,23195,Petrol,125.0,50.4,1.4,8499
735,14080,hyundi,Santa Fe,2016,Manual,34284,Diesel,200.0,47.1,2.2,18491
736,14089,skoda,Rapid,2016,Manual,31220,Diesel,0.0,67.3,1.6,8498
737,14091,toyota,Prius,2016,Automatic,30994,Hybrid,0.0,94.1,1.8,16999
738,14094,skoda,Scala,2019,Manual,6500,Petrol,150.0,49.6,1.0,16995
739,14097,vw,Eos,2014,Manual,58000,Diesel,125.0,58.9,2.0,8950
740,14098,toyota,Prius,2017,Automatic,12930,Hybrid,10.0,64.2,1.8,24999
741,14099,toyota,Avensis,2016,Manual,19862,Diesel,20.0,67.3,1.6,9990
742,14100,hyundi,Santa Fe,2018,Automatic,17189,Diesel,145.0,42.8,2.2,21995
743,14102,bmw,M5,2019,Semi-Auto,5000,Petrol,150.0,26.9,4.4,63980
744,14105,hyundi,IX35,2014,Manual,50000,Diesel,145.0,53.3,1.7,8275
745,14107,vw,Beetle,2001,Manual,110000,Petrol,200.0,49.6,1.6,1295
746,14110,merc,CLS Class,2015,Semi-Auto,22067,Diesel,125.0,57.7,2.1,18999
747,14111,ford,Grand Tourneo Connect,2019,Manual,11500,Diesel,150.0,46.3,1.5,14998
748,14120,ford,Puma,2019,Manual,780,Petrol,145.0,50.4,1.0,21700
749,14122,skoda,Scala,2019,Manual,1813,Diesel,145.0,57.7,1.6,15495
750,14126,merc,S Class,2015,Automatic,23156,Petrol,555.0,28.0,5.5,51990
751,14130,hyundi,IX35,2014,Manual,57675,Diesel,145.0,53.3,1.7,7530
752,14133,skoda,Scala,2019,Semi-Auto,243,Petrol,145.0,45.6,1.5,17920
753,14135,skoda,Rapid,2013,Manual,49550,Petrol,125.0,52.3,1.2,4999
754,14140,ford,Grand Tourneo Connect,2018,Automatic,8354,Diesel,150.0,56.6,1.5,17298
755,14147,skoda,Yeti,2017,Semi-Auto,29843,Petrol,125.0,51.4,1.2,11790
756,14150,ford,KA,2014,Manual,22609,Petrol,30.0,57.7,1.2,4898
757,14151,merc,S Class,2019,Automatic,2528,Diesel,145.0,48.7,3.0,62799
758,14154,bmw,M4,2016,Semi-Auto,32866,Petrol,300.0,34.0,3.0,30485
759,14156,merc,S Class,2015,Semi-Auto,28191,Diesel,200.0,47.9,3.0,24498
760,14161,hyundi,IX20,2016,Manual,30565,Petrol,125.0,50.4,1.4,7998
761,14172,hyundi,IX20,2015,Automatic,43000,Petrol,205.0,43.6,1.6,7495
762,14173,audi,A7,2019,Semi-Auto,5658,Diesel,150.0,38.2,3.0,36450
763,14176,skoda,Scala,2020,Semi-Auto,50,Petrol,150.0,47.1,1.0,17490
764,14177,vw,Caravelle,2013,Automatic,46000,Diesel,325.0,35.3,2.0,22995
765,14178,ford,Edge,2018,Semi-Auto,13122,Diesel,145.0,47.9,2.0,24850
766,14180,vw,Scirocco,2015,Automatic,17129,Diesel,30.0,57.6,2.0,12995
767,14181,ford,KA,2018,Manual,7973,Petrol,150.0,57.7,1.2,9250
768,14182,bmw,i3,2015,Automatic,79830,Hybrid,0.0,470.8,0.0,12500
769,14183,toyota,Verso,2016,Automatic,13000,Petrol,200.0,42.8,1.8,14995
770,14184,bmw,i8,2014,Automatic,41237,Hybrid,0.0,134.5,1.5,43497
771,14186,ford,Tourneo Connect,2016,Manual,72777,Diesel,30.0,64.2,1.5,9000
772,14189,bmw,i3,2017,Automatic,21025,Hybrid,0.0,470.8,0.0,22495
773,14191,toyota,GT86,2017,Manual,20219,Petrol,145.0,36.2,2.0,18250
774,14192,skoda,Roomster,2014,Semi-Auto,24606,Petrol,145.0,49.6,1.2,7995
775,14194,vauxhall,GTC,2018,Manual,9882,Petrol,150.0,36.2,2.0,18998
776,14199,toyota,GT86,2012,Automatic,74599,Petrol,200.0,39.8,2.0,9995
777,14201,bmw,7 Series,2016,Automatic,30194,Diesel,150.0,54.3,3.0,26800
778,14204,merc,X-CLASS,2018,Automatic,3900,Diesel,260.0,35.8,2.3,23000
779,14210,toyota,Hilux,2018,Automatic,26000,Diesel,260.0,36.2,2.4,22495
780,14211,vw,Scirocco,2016,Manual,18092,Petrol,150.0,47.1,2.0,16499
781,14215,vw,Arteon,2020,Semi-Auto,4688,Diesel,145.0,50.4,2.0,31991
782,14218,merc,SLK,2002,Automatic,80586,Petrol,330.0,30.7,2.0,2990
783,14219,merc,CLS Class,2015,Semi-Auto,44192,Diesel,125.0,56.5,2.1,16590
784,14220,ford,Galaxy,2017,Manual,48533,Diesel,125.0,56.5,2.0,16995
785,14221,vw,Jetta,2015,Manual,28120,Diesel,20.0,70.6,2.0,9690
786,14224,skoda,Scala,2019,Semi-Auto,3430,Petrol,145.0,45.6,1.5,15990
787,14226,vw,Scirocco,2017,Semi-Auto,18739,Diesel,145.0,53.3,2.0,16500
788,14230,vw,Caravelle,2019,Semi-Auto,1099,Diesel,145.0,32.8,2.0,35495
789,14234,vw,CC,2013,Manual,23255,Diesel,30.0,60.1,2.0,9998
790,14240,vauxhall,Combo Life,2019,Manual,7555,Diesel,145.0,53.3,1.5,13998
791,14243,vauxhall,Antara,2009,Manual,90000,Diesel,305.0,37.7,2.0,2950
792,14245,ford,Grand C-MAX,2016,Manual,12548,Diesel,30.0,64.2,1.5,11500
793,14246,bmw,7 Series,2017,Semi-Auto,28338,Diesel,145.0,56.5,3.0,35464
794,14248,ford,Edge,2016,Manual,24984,Diesel,160.0,48.7,2.0,17750
795,14251,merc,GL Class,2016,Semi-Auto,17000,Diesel,305.0,36.2,3.0,38362
796,14257,toyota,Avensis,2017,Automatic,18953,Petrol,160.0,47.1,1.8,16495
797,14259,merc,M Class,2011,Automatic,75000,Diesel,555.0,31.0,3.0,13150
798,14262,merc,GL Class,2016,Automatic,32293,Diesel,20.0,67.3,2.1,16999
799,14264,vw,Arteon,2019,Semi-Auto,6198,Petrol,150.0,40.4,1.5,27490
800,14267,merc,S Class,2019,Automatic,618,Diesel,145.0,52.3,3.0,63999
801,14273,hyundi,IX35,2010,Manual,62000,Diesel,200.0,47.9,2.0,5995
802,14278,ford,Grand Tourneo Connect,2017,Manual,14825,Diesel,125.0,61.4,1.5,12750
803,14280,bmw,M4,2020,Automatic,10,Petrol,150.0,34.0,3.0,45488
804,14286,toyota,Prius,2017,Automatic,39158,Hybrid,0.0,94.1,1.8,19980
805,14287,ford,Galaxy,2016,Manual,25405,Diesel,125.0,56.5,2.0,16387
806,14288,ford,Tourneo Connect,2015,Manual,28309,Diesel,125.0,58.9,1.6,10298
807,14291,merc,S Class,2019,Semi-Auto,1042,Diesel,145.0,52.3,3.0,46998
808,14298,merc,M Class,2009,Automatic,86000,Diesel,555.0,30.4,3.0,8995
809,14301,audi,A8,2019,Automatic,1000,Diesel,145.0,40.4,3.0,39995
810,14304,ford,Edge,2017,Manual,19027,Diesel,145.0,48.7,2.0,19600
811,14305,audi,S3,2017,Automatic,25000,Petrol,150.0,43.5,2.0,25850
812,14306,toyota,Prius,2016,Automatic,19391,Hybrid,0.0,85.6,1.8,18915
813,14307,hyundi,Santa Fe,2019,Semi-Auto,7984,Diesel,145.0,39.8,2.2,29850
814,14309,toyota,Verso,2017,Manual,20501,Petrol,145.0,41.5,1.6,12490
815,14313,vw,Scirocco,2016,Semi-Auto,67366,Diesel,125.0,58.9,2.0,12160
816,14314,bmw,8 Series,2020,Semi-Auto,6374,Diesel,145.0,26.7,3.0,61485
817,14318,vw,Scirocco,2017,Manual,22575,Petrol,145.0,47.1,2.0,16250
818,14321,skoda,Roomster,2013,Manual,28131,Petrol,145.0,49.6,1.2,5495
819,14326,audi,Q8,2019,Semi-Auto,2423,Diesel,145.0,33.6,3.0,49750
820,14327,ford,KA,2015,Manual,28192,Petrol,30.0,57.7,1.2,5200
821,14331,toyota,Prius,2017,Automatic,68812,Hybrid,0.0,94.1,1.8,15698
822,14332,hyundi,I40,2015,Manual,39779,Diesel,30.0,65.7,1.7,9995
823,14333,vw,Amarok,2015,Automatic,97834,Diesel,260.0,35.3,2.0,12995
824,14343,ford,Mustang,2017,Semi-Auto,9511,Petrol,145.0,23.5,5.0,31317
825,14351,merc,SLK,2001,Manual,56785,Petrol,325.0,25.5,3.2,4990
826,14354,hyundi,I800,2019,Manual,17972,Diesel,145.0,28.0,2.5,17998
827,14360,bmw,7 Series,2019,Automatic,2000,Hybrid,135.0,113.0,2.0,49000
828,14361,skoda,Yeti,2016,Automatic,48682,Petrol,125.0,51.4,1.2,10499
829,14367,bmw,Z4,2013,Semi-Auto,26356,Petrol,200.0,41.5,2.0,13640
830,14370,hyundi,I800,2019,Automatic,10124,Diesel,145.0,28.0,2.5,21980
831,14371,hyundi,IX20,2016,Manual,19999,Petrol,125.0,50.4,1.4,8399
832,14375,bmw,X4,2019,Automatic,5769,Diesel,145.0,37.2,3.0,41980
833,14377,merc,S Class,2017,Automatic,21600,Diesel,145.0,52.3,2.9,41990
834,14382,merc,CLS Class,2015,Automatic,46085,Diesel,160.0,51.4,3.0,18680
835,14383,bmw,6 Series,2016,Automatic,47148,Diesel,200.0,49.6,3.0,20610
836,14387,audi,RS4,2018,Semi-Auto,33827,Petrol,145.0,32.1,2.9,49990
837,14391,hyundi,IX20,2018,Manual,11038,Petrol,145.0,50.4,1.4,10195
838,14394,merc,S Class,2015,Semi-Auto,64518,Diesel,200.0,48.7,3.0,25999
839,14395,toyota,Prius,2016,Automatic,53500,Hybrid,0.0,68.9,1.8,17495
840,14399,bmw,Z4,2020,Semi-Auto,10,Petrol,145.0,37.2,2.0,32490
841,14401,bmw,6 Series,2008,Automatic,72000,Diesel,260.0,40.9,3.0,8490
842,14402,vauxhall,GTC,2017,Manual,33894,Petrol,145.0,36.2,2.0,14510
843,14404,ford,Grand C-MAX,2017,Manual,41000,Petrol,30.0,54.3,1.0,10900
844,14406,ford,Grand C-MAX,2011,Manual,92785,Petrol,200.0,40.9,1.6,5000
845,14409,audi,A8,2018,Semi-Auto,8872,Diesel,145.0,48.7,3.0,38990
846,14410,vw,Jetta,2015,Manual,65015,Diesel,20.0,70.6,2.0,6999
847,14411,hyundi,IX35,2013,Manual,80465,Diesel,145.0,53.3,1.7,6998
848,14418,skoda,Kamiq,2019,Manual,2287,Petrol,145.0,49.6,1.0,16990
849,14420,bmw,M2,2019,Manual,4534,Petrol,145.0,28.5,3.0,46000
850,14421,ford,Grand C-MAX,2016,Automatic,26035,Diesel,30.0,58.9,1.5,9793
851,14423,hyundi,IX20,2015,Manual,27328,Petrol,125.0,50.4,1.4,8032
852,14424,bmw,i3,2017,Automatic,3976,Hybrid,135.0,470.8,0.0,22999
853,14427,bmw,M4,2019,Automatic,123,Petrol,145.0,34.0,3.0,41490
854,14430,vauxhall,Combo Life,2019,Manual,3819,Petrol,145.0,42.2,1.2,17999
855,14431,hyundi,Santa Fe,2016,Manual,19454,Diesel,200.0,47.1,2.2,20995
856,14440,bmw,X4,2018,Semi-Auto,21694,Diesel,150.0,54.3,2.0,25980
857,14442,skoda,Rapid,2014,Manual,39180,Petrol,30.0,57.6,1.2,5495
858,14444,merc,CLS Class,2019,Semi-Auto,7101,Diesel,145.0,47.9,2.9,44799
859,14447,hyundi,IX20,2017,Manual,12689,Petrol,145.0,50.4,1.4,9750
860,14448,merc,V Class,2018,Automatic,26500,Diesel,145.0,45.6,2.1,35990
861,14449,vauxhall,Zafira Tourer,2016,Automatic,10475,Petrol,200.0,40.9,1.4,12900
862,14450,toyota,Prius,2019,Automatic,9776,Hybrid,135.0,64.2,1.8,22998
863,14451,vw,Jetta,2017,Semi-Auto,12649,Petrol,150.0,55.4,1.4,11490
864,14452,toyota,Hilux,2017,Automatic,17235,Diesel,260.0,36.2,2.4,21998
865,14453,hyundi,Santa Fe,2017,Semi-Auto,40124,Diesel,235.0,42.8,2.2,17998
866,14456,ford,Edge,2016,Manual,13778,Diesel,200.0,47.9,2.0,21750
867,14462,vauxhall,Combo Life,2019,Automatic,10000,Diesel,145.0,50.4,1.5,17999
868,14463,bmw,Z4,2020,Semi-Auto,105,Petrol,145.0,38.7,2.0,30990
869,14466,hyundi,I40,2016,Manual,14335,Diesel,20.0,67.3,1.7,10995
870,14468,skoda,Kamiq,2020,Semi-Auto,1050,Petrol,145.0,43.5,1.5,22800
871,14472,ford,Grand C-MAX,2017,Manual,37124,Diesel,30.0,64.2,1.5,10750
872,14473,bmw,X4,2019,Semi-Auto,9168,Diesel,150.0,40.9,3.0,37990
873,14474,bmw,X7,2019,Automatic,3980,Diesel,145.0,31.4,3.0,69880
874,14476,vw,Arteon,2019,Manual,20,Diesel,150.0,52.3,2.0,23990
875,14477,merc,CLS Class,2018,Semi-Auto,1841,Diesel,145.0,48.7,2.9,36500
876,14480,ford,Tourneo Custom,2019,Manual,7000,Diesel,145.0,31.7,2.0,29495
877,14481,hyundi,I800,2019,Manual,11872,Diesel,145.0,31.7,2.5,19995
878,14483,ford,Galaxy,2017,Semi-Auto,46761,Diesel,145.0,52.3,2.0,18200
879,14488,vw,Arteon,2017,Semi-Auto,24853,Petrol,150.0,38.7,2.0,21000
880,14493,ford,Grand C-MAX,2017,Manual,26000,Diesel,30.0,64.2,1.5,12595
881,14494,merc,M Class,2010,Automatic,46000,Diesel,555.0,31.0,3.0,12995
882,14500,vw,Arteon,2019,Automatic,2354,Diesel,145.0,50.4,2.0,29156
883,14501,vauxhall,Vivaro,2018,Manual,23242,Diesel,150.0,40.9,1.6,15249
884,14502,vw,Arteon,2019,Semi-Auto,9301,Diesel,145.0,50.4,2.0,23950
885,14503,ford,KA,2012,Manual,19959,Petrol,30.0,57.7,1.2,4195
886,14504,toyota,Hilux,2016,Manual,69921,Diesel,260.0,40.4,2.4,13695
887,14505,toyota,Verso,2016,Automatic,25001,Petrol,160.0,43.5,1.8,12999
888,14506,bmw,8 Series,2020,Semi-Auto,419,Petrol,145.0,33.2,3.0,69991
889,14507,ford,Tourneo Custom,2017,Manual,4629,Diesel,145.0,44.8,2.0,20156
890,14508,ford,Edge,2016,Automatic,42093,Diesel,205.0,47.9,2.0,19400
891,14512,skoda,Scala,2019,Semi-Auto,3000,Petrol,145.0,47.1,1.0,15299
892,14513,ford,Galaxy,2017,Manual,27769,Diesel,125.0,56.5,2.0,17995
893,14514,hyundi,IX35,2013,Automatic,37000,Diesel,300.0,39.2,2.0,9995
894,14515,hyundi,Santa Fe,2019,Automatic,4000,Diesel,145.0,39.2,2.2,34864
895,14516,merc,GLB Class,2020,Automatic,20,Diesel,145.0,44.8,2.0,44298
896,14518,merc,GLB Class,2020,Semi-Auto,1499,Diesel,145.0,47.9,2.0,35990
897,14519,skoda,Kamiq,2019,Automatic,2777,Petrol,145.0,45.6,1.0,18217
898,14522,vw,CC,2015,Semi-Auto,51268,Diesel,125.0,58.9,2.0,10471
899,14523,bmw,X7,2019,Automatic,5825,Petrol,145.0,24.8,3.0,67986
900,14524,merc,V Class,2019,Automatic,20,Diesel,145.0,36.7,2.0,47490
901,14525,ford,Grand C-MAX,2016,Automatic,28376,Diesel,125.0,56.5,2.0,10995
902,14527,hyundi,Santa Fe,2019,Semi-Auto,1642,Diesel,150.0,39.8,2.2,32995
903,14530,merc,GLS Class,2019,Semi-Auto,29,Diesel,145.0,34.0,3.0,60124
904,14536,toyota,Avensis,2017,Manual,21431,Petrol,145.0,47.1,1.8,12698
905,14538,toyota,GT86,2019,Manual,2488,Petrol,145.0,33.2,2.0,24995
906,14548,merc,CLA Class,2017,Manual,22171,Petrol,145.0,51.4,1.6,15600
907,14549,vw,Scirocco,2015,Manual,63004,Diesel,20.0,55.4,2.0,10990
908,14552,ford,KA,2010,Manual,33563,Petrol,30.0,55.4,1.2,3995
909,14553,hyundi,Santa Fe,2016,Manual,11255,Diesel,200.0,46.3,2.2,17390
910,14555,vauxhall,Combo Life,2019,Manual,9965,Diesel,145.0,53.3,1.5,16413
911,14562,toyota,GT86,2019,Automatic,4000,Petrol,145.0,32.8,2.0,24990
912,14564,ford,Grand C-MAX,2017,Manual,33163,Petrol,30.0,54.3,1.0,10400
913,14567,ford,Galaxy,2017,Manual,50565,Diesel,150.0,56.5,2.0,14995
914,14568,hyundi,I40,2019,Manual,30,Diesel,145.0,54.3,1.6,16000
915,14572,hyundi,I800,2019,Manual,6483,Diesel,145.0,31.7,2.5,20498
916,14573,ford,Edge,2018,Semi-Auto,9343,Diesel,145.0,47.9,2.0,22998
917,14574,hyundi,IX35,2014,Manual,82203,Diesel,145.0,53.3,1.7,6881
918,14575,vw,CC,2015,Automatic,34291,Diesel,145.0,53.3,2.0,11715
919,14576,hyundi,Santa Fe,2018,Semi-Auto,35887,Diesel,145.0,42.8,2.2,20995
920,14579,ford,Tourneo Custom,2018,Automatic,22037,Diesel,145.0,31.7,2.0,21228
921,14581,vauxhall,GTC,2016,Manual,7754,Petrol,160.0,47.1,1.4,7820
922,14582,vw,Caddy Maxi Life,2019,Automatic,13106,Diesel,145.0,44.1,2.0,19000
923,14587,merc,CLS Class,2012,Automatic,107000,Diesel,205.0,46.3,3.0,10990
924,14588,toyota,Prius,2016,Automatic,55826,Hybrid,0.0,85.6,1.8,16498
925,14591,hyundi,Santa Fe,2006,Manual,71000,Petrol,555.0,28.8,2.4,3490
926,14592,bmw,M4,2017,Semi-Auto,10950,Petrol,145.0,34.0,3.0,36595
927,14596,merc,M Class,2015,Automatic,53815,Diesel,205.0,39.2,2.1,18300
928,14601,merc,CLA Class,2016,Automatic,82177,Diesel,20.0,68.9,2.1,11950
929,14602,bmw,8 Series,2019,Semi-Auto,2881,Petrol,150.0,31.7,3.0,59694
930,14605,toyota,Land Cruiser,2019,Semi-Auto,12543,Diesel,145.0,30.1,2.8,39498
931,14608,vw,Amarok,2019,Automatic,9500,Diesel,260.0,36.2,3.0,26999
932,14619,ford,Galaxy,2016,Manual,35029,Diesel,125.0,56.5,2.0,16299
933,14622,skoda,Scala,2020,Manual,1000,Petrol,150.0,49.6,1.0,16995
934,14623,bmw,X4,2015,Semi-Auto,8732,Diesel,205.0,47.9,3.0,26332
935,14629,toyota,Hilux,2014,Manual,88912,Diesel,260.0,38.7,2.5,11495
936,14630,vauxhall,Zafira Tourer,2016,Manual,58825,Petrol,205.0,42.2,1.4,8495
937,14631,ford,Mustang,2019,Semi-Auto,10810,Petrol,145.0,22.1,5.0,36799
938,14633,bmw,M4,2018,Semi-Auto,17923,Petrol,145.0,34.0,3.0,34991
939,14638,vauxhall,GTC,2017,Manual,7225,Petrol,165.0,47.1,1.4,11891
940,14640,vw,Scirocco,2018,Semi-Auto,7448,Petrol,150.0,44.1,2.0,18000
941,14642,toyota,Prius,2010,Automatic,85000,Hybrid,0.0,70.6,1.8,10995
942,14643,audi,RS5,2019,Automatic,6000,Petrol,145.0,29.7,2.9,66990
943,14644,ford,Grand C-MAX,2017,Manual,14789,Diesel,30.0,64.2,1.5,10995
944,14645,merc,V Class,2017,Semi-Auto,15612,Diesel,235.0,44.8,2.2,37000
945,14650,skoda,Rapid,2016,Manual,33395,Diesel,0.0,67.3,1.6,7991
946,14658,audi,Q8,2018,Semi-Auto,18782,Diesel,145.0,32.8,3.0,56990
947,14661,hyundi,Santa Fe,2018,Automatic,35915,Diesel,145.0,42.8,2.2,18000
948,14664,ford,Grand C-MAX,2018,Manual,1030,Petrol,145.0,47.9,1.0,13495
949,14667,vauxhall,Combo Life,2018,Manual,9526,Diesel,145.0,53.3,1.5,14500
950,14670,merc,V Class,2019,Automatic,999,Diesel,145.0,36.7,2.0,47999
951,14671,vw,Scirocco,2016,Manual,22600,Diesel,30.0,53.3,2.0,15990
952,14674,merc,X-CLASS,2019,Automatic,12500,Diesel,260.0,31.4,3.0,33750
953,14681,merc,S Class,2018,Automatic,23000,Diesel,150.0,52.3,2.9,39490
954,14682,merc,SLK,2003,Automatic,57989,Petrol,325.0,30.0,2.3,3990
955,14685,toyota,Land Cruiser,2015,Semi-Auto,45158,Diesel,325.0,34.9,3.0,29070
956,14688,ford,Galaxy,2013,Automatic,60000,Diesel,200.0,47.1,2.0,8495
957,14691,merc,SLK,2015,Semi-Auto,38487,Diesel,145.0,56.5,2.0,13240
958,14693,bmw,7 Series,2019,Semi-Auto,10478,Petrol,145.0,33.6,3.0,49990
959,14694,bmw,X4,2015,Manual,39824,Diesel,160.0,52.3,2.0,19500
960,14697,audi,A8,2017,Semi-Auto,36354,Diesel,200.0,47.1,3.0,24780
961,14700,hyundi,I40,2015,Manual,59508,Diesel,30.0,65.7,1.7,7830
962,14701,ford,Galaxy,2017,Manual,40255,Diesel,125.0,56.5,2.0,19299
963,14703,bmw,Z4,2020,Semi-Auto,4825,Petrol,150.0,38.7,2.0,31990
